"","verbatim_name","dataset","log_R2_1","tp1_AOO_1","tp2_AOO_1"
"257","Chlidonias leucopterus","Birds_atlas_EBBA",0.299978557656646,485253.996321873,655010.335739435
"258","Chlidonias niger","Birds_Atlas_Czechia",-0.318072826186324,8845.8100163011,6435.7673241892
"259","Chlidonias niger","Birds_atlas_EBBA",-0.214022473035265,1643275.57962536,1326666.07080934
"260","Chlidonias niger","Birds_Atlas_New_York",-0.506210881793191,1825.4855058647,1100.35747080633
"261","Chloris chloris","Birds_atlas_EBBA",0.0578656042887946,6547723.11333878,6937787.89936633
"262","Chloris sinica","Birds_atlas_Japan",-0.00684682714353303,346986.241862766,344618.601704384
"263","Chordeiles minor","Birds_Atlas_New_York",-1.24009534545801,11926.2027376529,3450.9258064304
"264","Ciconia ciconia","Birds_Atlas_Czechia",0.0478092585333652,57424.4137309623,60236.5190879
"265","Ciconia ciconia","Birds_atlas_EBBA",0.192410645386678,2996979.49192342,3632843.19434975
"266","Ciconia nigra","Birds_Atlas_Czechia",0.235166290147305,52175.0278774683,66007.6257763218
"267","Ciconia nigra","Birds_atlas_EBBA",0.301942988218052,1799429.93275558,2433700.40367366
"268","Cinclus cinclus","Birds_Atlas_Czechia",0.039620484557671,52106.6632675343,54212.5981132441
"269","Cinclus cinclus","Birds_atlas_EBBA",-0.0102214525354178,3181679.39724777,3149323.65535093
"270","Cinclus pallasii","Birds_atlas_Japan",0.047987057377415,91000.4541064676,95473.7703807337
"271","Circaetus gallicus","Birds_atlas_EBBA",0.318049417490228,1705513.59412939,2344133.23529134
"272","Circus aeruginosus","Birds_Atlas_Czechia",0.286198636274924,49704.9936183463,66175.0854607848
"273","Circus aeruginosus","Birds_atlas_EBBA",0.251799640886417,3584905.98689539,4611401.807834
"274","Circus cyaneus","Birds_Atlas_Czechia",-0.0394743220141288,23192.2676245496,22294.6025055266
"275","Circus cyaneus","Birds_atlas_EBBA",-0.309190509999192,2359968.06280488,1732313.11517897
"276","Circus cyaneus","Birds_Atlas_New_York",-0.0140116094157837,23254.3341223423,22930.7755570568
"277","Circus macrourus","Birds_atlas_EBBA",0.00369429848688602,65669.3861499544,65912.4371388665
