occurrenceId;sp_BirdTree;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species;canonicalName;authorship;usageKey;acceptedUsageKey
;Francolinus natalensis;Francolinus natalensis A.Smith, 1833;5227828;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Pternistis;Pternistis natalensis;Francolinus natalensis;A.Smith, 1833;5227828;2473804
;Francolinus hildebrandti;Francolinus hildebrandti Cabanis, 1878;5227853;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Pternistis;Pternistis hildebrandti;Francolinus hildebrandti;Cabanis, 1878;5227853;9073672
;Francolinus nobilis;Francolinus nobilis Reichenow, 1908;5227901;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Pternistis;Pternistis nobilis;Francolinus nobilis;Reichenow, 1908;5227901;2473901
;Francolinus adspersus;Francolinus adspersus Waterhouse, 1838;5227862;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Pternistis;Pternistis adspersus;Francolinus adspersus;Waterhouse, 1838;5227862;2473845
;Francolinus capensis;Francolinus capensis (J.F.Gmelin, 1789);5227831;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Pternistis;Pternistis capensis;Francolinus capensis;(J.F.Gmelin, 1789) ;5227831;2473807
;Francolinus camerunensis;Francolinus camerunensis Alexander, 1909;5227870;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Pternistis;Pternistis camerunensis;Francolinus camerunensis;Alexander, 1909;5227870;2473857
;Francolinus hartlaubi;Francolinus hartlaubi Barboza du Bocage, 1869;5227932;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Pternistis;Pternistis hartlaubi;Francolinus hartlaubi;Barboza du Bocage, 1869;5227932;2473937
;Francolinus rufopictus;Francolinus rufopictus (Reichenow, 1887);5227873;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Pternistis;Pternistis rufopictus;Francolinus rufopictus;(Reichenow, 1887) ;5227873;2473863
;Francolinus ochropectus;Francolinus ochropectus Dorst & Jouanin, 1952;5227871;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Pternistis;Pternistis ochropectus;Francolinus ochropectus;Dorst & Jouanin, 1952;5227871;2473859
;Francolinus jacksoni;Francolinus jacksoni Ogilvie-Grant, 1891;5227811;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Pternistis;Pternistis jacksoni;Francolinus jacksoni;Ogilvie-Grant, 1891;5227811;2473782
;Ammoperdix heyi;Ammoperdix heyi (Temminck, 1825);2473733;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Ammoperdix;Ammoperdix heyi;Ammoperdix heyi;(Temminck, 1825) ;2473733;
;Ammoperdix griseogularis;Ammoperdix griseogularis (J.F.Brandt, 1843);2473732;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Ammoperdix;Ammoperdix griseogularis;Ammoperdix griseogularis;(J.F.Brandt, 1843) ;2473732;
;Perdicula asiatica;Perdicula asiatica (Latham, 1790);2473356;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Perdicula;Perdicula asiatica;Perdicula asiatica;(Latham, 1790) ;2473356;
;Perdicula argoondah;Perdicula argoondah (Sykes, 1832);2473365;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Perdicula;Perdicula argoondah;Perdicula argoondah;(Sykes, 1832) ;2473365;
;Perdicula erythrorhyncha;Perdicula erythrorhyncha (Sykes, 1832);2473362;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Perdicula;Perdicula erythrorhyncha;Perdicula erythrorhyncha;(Sykes, 1832) ;2473362;
;Perdicula manipurensis;Perdicula manipurensis Hume, 1881;2473353;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Perdicula;Perdicula manipurensis;Perdicula manipurensis;Hume, 1881;2473353;
;Tetraogallus caucasicus;Tetraogallus caucasicus (Pallas, 1811);2473446;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Tetraogallus;Tetraogallus caucasicus;Tetraogallus caucasicus;(Pallas, 1811) ;2473446;
;Tetraogallus himalayensis;Tetraogallus himalayensis G.R.Gray, 1843;2473455;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Tetraogallus;Tetraogallus himalayensis;Tetraogallus himalayensis;G.R.Gray, 1843;2473455;
;Tetraogallus caspius;Tetraogallus caspius (S.G.Gmelin, 1784);2473442;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Tetraogallus;Tetraogallus caspius;Tetraogallus caspius;(S.G.Gmelin, 1784) ;2473442;
;Tetraogallus altaicus;Tetraogallus altaicus (Gebler, 1836);2473454;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Tetraogallus;Tetraogallus altaicus;Tetraogallus altaicus;(Gebler, 1836) ;2473454;
;Tetraogallus tibetanus;Tetraogallus tibetanus Gould, 1854;2473447;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Tetraogallus;Tetraogallus tibetanus;Tetraogallus tibetanus;Gould, 1854;2473447;
;Alectoris melanocephala;Alectoris melanocephala (Rüppell, 1835);5228006;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Alectoris;Alectoris melanocephala;Alectoris melanocephala;(Rüppell, 1835) ;5228006;
;Alectoris graeca;Alectoris graeca (Meisner, 1804);2474055;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Alectoris;Alectoris graeca;Alectoris graeca;(Meisner, 1804) ;2474055;
;Alectoris magna;Alectoris magna (Przewalski, 1876);5228023;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Alectoris;Alectoris magna;Alectoris magna;(Przewalski, 1876) ;5228023;
;Alectoris rufa;Alectoris rufa (Linnaeus, 1758);2474051;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Alectoris;Alectoris rufa;Alectoris rufa;(Linnaeus, 1758) ;2474051;
;Alectoris chukar;Alectoris chukar (J.E.Gray, 1830);2474029;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Alectoris;Alectoris chukar;Alectoris chukar;(J.E.Gray, 1830) ;2474029;
;Alectoris philbyi;Alectoris philbyi Lowe, 1934;5228028;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Alectoris;Alectoris philbyi;Alectoris philbyi;Lowe, 1934;5228028;
;Alectoris barbara;Alectoris barbara (Bonnaterre, 1790);2474045;EXACT;98;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Alectoris;Alectoris barbara;Alectoris barbara;(Bonnaterre, 1790) ;2474045;
;Coturnix delegorguei;Coturnix delegorguei Delegorgue, 1847;2474141;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Coturnix;Coturnix delegorguei;Coturnix delegorguei;Delegorgue, 1847;2474141;
;Coturnix coromandelica;Coturnix coromandelica (J.F.Gmelin, 1789);2474163;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Coturnix;Coturnix coromandelica;Coturnix coromandelica;(J.F.Gmelin, 1789) ;2474163;
;Margaroperdix madagascariensis;Margaroperdix madagascariensis (Scopoli, 1786);2473560;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Margaroperdix;Margaroperdix madagarensis;Margaroperdix madagascariensis;(Scopoli, 1786) ;2473560;2473559
;Anurophasis monorthonyx;Anurophasis monorthonyx van Oort, 1910;2473463;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Synoicus;Synoicus monorthonyx;Anurophasis monorthonyx;van Oort, 1910;2473463;11279310
;Coturnix pectoralis;Coturnix pectoralis Gould, 1837;2474127;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Coturnix;Coturnix pectoralis;Coturnix pectoralis;Gould, 1837;2474127;
;Coturnix japonica;Coturnix japonica Temminck & Schlegel, 1848;2474162;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Coturnix;Coturnix japonica;Coturnix japonica;Temminck & Schlegel, 1848;2474162;
;Coturnix coturnix;Coturnix coturnix (Linnaeus, 1758);2474156;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Coturnix;Coturnix coturnix;Coturnix coturnix;(Linnaeus, 1758) ;2474156;
;Coturnix ypsilophora;Coturnix ypsilophora Bosc, 1792;2474145;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Synoicus;Synoicus ypsilophorus;Coturnix ypsilophora;Bosc, 1792;2474145;7369050
;Coturnix chinensis;Coturnix chinensis (Linnaeus, 1766);2474128;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Synoicus;Synoicus chinensis;Coturnix chinensis;(Linnaeus, 1766) ;2474128;8082581
;Galloperdix bicalcarata;Galloperdix bicalcarata (J.R.Forster, 1781);2473695;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Galloperdix;Galloperdix bicalcarata;Galloperdix bicalcarata;(J.R.Forster, 1781) ;2473695;
;Galloperdix lunulata;Galloperdix lunulata (Valenciennes, 1825);2473700;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Galloperdix;Galloperdix lunulata;Galloperdix lunulata;(Valenciennes, 1825) ;2473700;
;Galloperdix spadicea;Galloperdix spadicea (J.F.Gmelin, 1789);2473696;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Galloperdix;Galloperdix spadicea;Galloperdix spadicea;(J.F.Gmelin, 1789) ;2473696;
;Haematortyx sanguiniceps;Haematortyx sanguiniceps Sharpe, 1879;2473719;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Haematortyx;Haematortyx sanguiniceps;Haematortyx sanguiniceps;Sharpe, 1879;2473719;
;Polyplectron schleiermacheri;Polyplectron schleiermacheri Brüggemann, 1877;2474077;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Polyplectron;Polyplectron schleiermacheri;Polyplectron schleiermacheri;Brüggemann, 1877;2474077;
;Polyplectron malacense;Polyplectron malacense (Scopoli, 1786);2474087;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Polyplectron;Polyplectron malacense;Polyplectron malacense;(Scopoli, 1786) ;2474087;
;Polyplectron germaini;Polyplectron germaini D.G.Elliot, 1866;2474078;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Polyplectron;Polyplectron germaini;Polyplectron germaini;D.G.Elliot, 1866;2474078;
;Polyplectron bicalcaratum;Polyplectron bicalcaratum (Linnaeus, 1758);2474079;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Polyplectron;Polyplectron bicalcaratum;Polyplectron bicalcaratum;(Linnaeus, 1758) ;2474079;
;Polyplectron chalcurum;Polyplectron chalcurum R.Lesson, 1831;2474084;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Polyplectron;Polyplectron chalcurum;Polyplectron chalcurum;R.Lesson, 1831;2474084;
;Polyplectron inopinatum;Polyplectron inopinatum (Rothschild, 1903);2474074;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Polyplectron;Polyplectron inopinatum;Polyplectron inopinatum;(Rothschild, 1903) ;2474074;
;Polyplectron katsumatae;Polyplectron katsumatae Rothschild, 1906;5788396;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Polyplectron;Polyplectron katsumatae;Polyplectron katsumatae;Rothschild, 1906;5788396;
;Polyplectron napoleonis;Polyplectron napoleonis R.Lesson, 1831;2474075;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Polyplectron;Polyplectron napoleonis;Polyplectron napoleonis;R.Lesson, 1831;2474075;
;Francolinus psilolaemus;Francolinus psilolaemus G.R.Gray, 1867;5227916;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Scleroptila;Scleroptila psilolaema;Francolinus psilolaemus;G.R.Gray, 1867;5227916;6101188
;Francolinus levaillantii;Francolinus levaillantii (Valenciennes, 1825);5227820;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Scleroptila;Scleroptila levaillantii;Francolinus levaillantii;(Valenciennes, 1825) ;5227820;2473796
;Francolinus levaillantoides;Francolinus levaillantoides (A.Smith, 1836);5227890;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Scleroptila;Scleroptila gutturalis;Francolinus levaillantoides;(A.Smith, 1836) ;5227890;9171878
;Francolinus africanus;Francolinus africanus Stephens, 1819;5227887;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Scleroptila;Scleroptila afra;Francolinus africanus;Stephens, 1819;5227887;6101190
;Francolinus shelleyi;Francolinus shelleyi Ogilvie-Grant, 1890;5227875;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Scleroptila;Scleroptila shelleyi;Francolinus shelleyi;Ogilvie-Grant, 1890;5227875;7559004
;Francolinus finschi;Francolinus finschi Barboza du Bocage, 1881;5227843;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Scleroptila;Scleroptila finschi;Francolinus finschi;Barboza du Bocage, 1881;5227843;2473821
;Francolinus streptophorus;Francolinus streptophorus Ogilvie-Grant, 1891;5227882;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Scleroptila;Scleroptila streptophora;Francolinus streptophorus;Ogilvie-Grant, 1891;5227882;6101189
;Bambusicola thoracicus;Bambusicola thoracicus (Temminck, 1815);5227939;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Bambusicola;Bambusicola thoracicus;Bambusicola thoracicus;(Temminck, 1815) ;5227939;
;Bambusicola fytchii;Bambusicola fytchii Anderson, 1871;5227943;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Bambusicola;Bambusicola fytchii;Bambusicola fytchii;Anderson, 1871;5227943;
;Gallus varius;Gallus varius (Shaw, 1798);5227768;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus varius;Gallus varius;(Shaw, 1798) ;5227768;
;Gallus gallus;Gallus gallus (Linnaeus, 1758);9326020;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Gallus gallus;(Linnaeus, 1758) ;9326020;
;Gallus lafayetii;Gallus lafayettii R.Lesson, 1831;5227766;FUZZY;96;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus lafayettii;Gallus lafayettii;R.Lesson, 1831;5227766;
;Gallus sonneratii;Gallus sonneratii Temminck, 1813;5227765;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus sonneratii;Gallus sonneratii;Temminck, 1813;5227765;
;Francolinus sephaena;Francolinus sephaena (A.Smith, 1836);5227926;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Ortygornis;Ortygornis sephaena;Francolinus sephaena;(A.Smith, 1836) ;5227926;11366957
;Francolinus francolinus;Francolinus francolinus (Linnaeus, 1766);5227919;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Francolinus;Francolinus francolinus;Francolinus francolinus;(Linnaeus, 1766) ;5227919;
;Francolinus pintadeanus;Francolinus pintadeanus (Scopoli, 1786);5227857;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Francolinus;Francolinus pintadeanus;Francolinus pintadeanus;(Scopoli, 1786) ;5227857;
;Francolinus pictus;Francolinus pictus (Jardine & Selby, 1828);5227907;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Francolinus;Francolinus pictus;Francolinus pictus;(Jardine & Selby, 1828) ;5227907;
;Francolinus gularis;Francolinus gularis (Temminck, 1815);5227845;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Ortygornis;Ortygornis gularis;Francolinus gularis;(Temminck, 1815) ;5227845;11279063
;Francolinus pondicerianus;Francolinus pondicerianus (J.F.Gmelin, 1789);5227839;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Ortygornis;Ortygornis pondicerianus;Francolinus pondicerianus;(J.F.Gmelin, 1789) ;5227839;11273070
;Francolinus schlegelii;Francolinus schlegelii Heuglin, 1863;5227844;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Campocolinus;Campocolinus schlegelii;Francolinus schlegelii;Heuglin, 1863;5227844;11356372
;Francolinus coqui;Francolinus coqui (A.Smith, 1836);5227911;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Campocolinus;Campocolinus coqui;Francolinus coqui;(A.Smith, 1836) ;5227911;11251051
;Francolinus lathami;Francolinus lathami Hartlaub, 1854;5227884;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Peliperdix;Peliperdix lathami;Francolinus lathami;Hartlaub, 1854;5227884;8064779
;Francolinus albogularis;Francolinus albogularis Hartlaub, 1854;5227824;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Campocolinus;Campocolinus albogularis;Francolinus albogularis;Hartlaub, 1854;5227824;11336958
;Pavo muticus;Pavo muticus Linnaeus, 1766;2473599;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Pavo;Pavo muticus;Pavo muticus;Linnaeus, 1766;2473599;
;Pavo cristatus;Pavo cristatus Linnaeus, 1758;9451184;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Pavo;Pavo cristatus;Pavo cristatus;Linnaeus, 1758;9451184;
;Afropavo congensis;Afropavo congensis Chapin, 1936;2473678;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Afropavo;Afropavo congensis;Afropavo congensis;Chapin, 1936;2473678;
;Ithaginis cruentus;Ithaginis cruentus (Hardwicke, 1821);2474060;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Ithaginis;Ithaginis cruentus;Ithaginis cruentus;(Hardwicke, 1821) ;2474060;
;Meleagris gallopavo;Meleagris gallopavo Linnaeus, 1758;9606290;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Meleagris;Meleagris gallopavo;Meleagris gallopavo;Linnaeus, 1758;9606290;
;Meleagris ocellata;Meleagris ocellata Cuvier, 1820;5227755;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Meleagris;Meleagris ocellata;Meleagris ocellata;Cuvier, 1820;5227755;
;Bonasa umbellus;Bonasa umbellus (Linnaeus, 1766);2473702;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Bonasa;Bonasa umbellus;Bonasa umbellus;(Linnaeus, 1766) ;2473702;
;Bonasa sewerzowi;Bonasa sewerzowi (Przewalski, 1876);2473661;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Tetrastes;Tetrastes sewerzowi;Bonasa sewerzowi;(Przewalski, 1876) ;2473661;2473659
;Bonasa bonasia;Bonasa bonasia (Linnaeus, 1758);2473671;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Tetrastes;Tetrastes bonasia;Bonasa bonasia;(Linnaeus, 1758) ;2473671;2473663
;Lagopus leucura;Lagopus leucura (Richardson, 1831);5227717;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Lagopus;Lagopus leucura;Lagopus leucura;(Richardson, 1831) ;5227717;
;Lagopus muta;Lagopus muta (Montin, 1781);5227679;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Lagopus;Lagopus muta;Lagopus muta;(Montin, 1781) ;5227679;
;Lagopus lagopus;Lagopus lagopus (Linnaeus, 1758);2473421;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Lagopus;Lagopus lagopus;Lagopus lagopus;(Linnaeus, 1758) ;2473421;
;Tetrao parvirostris;Tetrao parvirostris Bonaparte, 1856;2473574;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Tetrao;Tetrao urogalloides;Tetrao parvirostris;Bonaparte, 1856;2473574;7915745
;Tetrao urogallus;Tetrao urogallus Linnaeus, 1758;2473577;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Tetrao;Tetrao urogallus;Tetrao urogallus;Linnaeus, 1758;2473577;
;Tetrao tetrix;Tetrao tetrix Linnaeus, 1758;8379871;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Lyrurus;Lyrurus tetrix;Tetrao tetrix;Linnaeus, 1758;8379871;7191070
;Tetrao mlokosiewiczi;Tetrao mlokosiewiczi Taczanowski, 1875;2473681;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Lyrurus;Lyrurus mlokosiewiczi;Tetrao mlokosiewiczi;Taczanowski, 1875;2473681;2473680
;Dendragapus canadensis;Dendragapus canadensis (Linnaeus, 1758);2473493;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Canachites;Canachites canadensis;Dendragapus canadensis;(Linnaeus, 1758) ;2473493;2473502
;Dendragapus falcipennis;Dendragapus falcipennis (Hartlaub, 1855);2473508;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Falcipennis;Falcipennis falcipennis;Dendragapus falcipennis;(Hartlaub, 1855) ;2473508;2473507
;Dendragapus obscurus;Dendragapus obscurus (Say, 1822);9428437;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Dendragapus;Dendragapus obscurus;Dendragapus obscurus;(Say, 1822) ;9428437;
;Dendragapus fuliginosus;Dendragapus fuliginosus (Ridgway, 1873);7340146;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Dendragapus;Dendragapus fuliginosus;Dendragapus fuliginosus;(Ridgway, 1873) ;7340146;
;Lerwa lerwa;Lerwa lerwa (Hodgson, 1833);2474021;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Lerwa;Lerwa lerwa;Lerwa lerwa;(Hodgson, 1833) ;2474021;
;Tympanuchus pallidicinctus;Tympanuchus pallidicinctus (Ridgway, 1873);2473529;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Tympanuchus;Tympanuchus pallidicinctus;Tympanuchus pallidicinctus;(Ridgway, 1873) ;2473529;
;Tympanuchus cupido;Tympanuchus cupido (Linnaeus, 1758);2473510;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Tympanuchus;Tympanuchus cupido;Tympanuchus cupido;(Linnaeus, 1758) ;2473510;
;Tympanuchus phasianellus;Tympanuchus phasianellus (Linnaeus, 1758);2473514;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Tympanuchus;Tympanuchus phasianellus;Tympanuchus phasianellus;(Linnaeus, 1758) ;2473514;
;Centrocercus urophasianus;Centrocercus urophasianus (Bonaparte, 1827);5959240;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Centrocercus;Centrocercus urophasianus;Centrocercus urophasianus;(Bonaparte, 1827) ;5959240;
;Centrocercus minimus;Centrocercus minimus Young, C.Braun, Oyler-McCance, Hupp & Quinn, 2000;5959243;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Galliformes;Phasianidae;Centrocercus;Centrocercus minimus;Centrocercus minimus;Young, C.Braun, Oyler-McCance, Hupp & Quinn, 2000;5959243;
