verbatim_name;sp_names_atlas_adapted_keep;sp_BirdTree;sp_BirdLife;sp_eBird;sp_group_eBird;sp_BOTW;BirdTree_tip.labels
Locustella ochotensis;Locustella ochotensis;Locustella ochotensis;Locustella ochotensis;Helopsaltes ochotensis;Helopsaltes ochotensis;#N/A;Locustella pleskei
Locustella pleskei;Locustella pleskei;Locustella pleskei;Locustella pleskei;Helopsaltes pleskei;Helopsaltes pleskei;#N/A;Locustella pryeri
Locustella pryeri;Locustella pryeri;Locustella pryeri;Locustella pryeri;Helopsaltes pryeri;Helopsaltes pryeri;#N/A;Lonchura punctulata
Lonchura punctulata;Lonchura punctulata;Lonchura punctulata;Lonchura punctulata;Lonchura punctulata;Lonchura punctulata;Lonchura punctulata;Lophodytes cucullatus
Lophodytes cucullatus;Lophodytes cucullatus;Lophodytes cucullatus;Lophodytes cucullatus;Lophodytes cucullatus;Lophodytes cucullatus;Lophodytes cucullatus;Parus cristatus
Lophophanes cristatus;Lophophanes cristatus;Parus cristatus;NA;Lophophanes cristatus;Lophophanes cristatus;Lophophanes cristatus;Loxia curvirostra
Loxia curvirostra;Loxia curvirostra;Loxia curvirostra;Loxia curvirostra;Loxia curvirostra;Loxia curvirostra;Loxia curvirostra;Loxia leucoptera
Loxia leucoptera;Loxia leucoptera;Loxia leucoptera;Loxia leucoptera;Loxia leucoptera;Loxia leucoptera;Loxia leucoptera;Loxia pytyopsittacus
Loxia pytyopsittacus;Loxia pytyopsittacus;Loxia pytyopsittacus;Loxia pytyopsittacus;Loxia pytyopsittacus;Loxia pytyopsittacus;Loxia pytyopsittacus;Loxia scotica
Loxia scotica;Loxia scotica;Loxia scotica;Loxia scotica;Loxia scotica;Loxia scotica;Loxia scotica;Lullula arborea
Lullula arborea;Lullula arborea;Lullula arborea;Lullula arborea;Lullula arborea;Lullula arborea;Lullula arborea;#N/A
Luscinia calliope;Luscinia calliope;NA;Calliope calliope;Calliope calliope;Calliope calliope;#N/A;#N/A
Luscinia cyane;Luscinia cyane;NA;Larvivora cyane;Larvivora cyane;Larvivora cyane;#N/A;Luscinia luscinia
Luscinia luscinia;Luscinia luscinia;Luscinia luscinia;Luscinia luscinia;Luscinia luscinia;Luscinia luscinia;Luscinia luscinia;Luscinia megarhynchos
Luscinia megarhynchos;Luscinia megarhynchos;Luscinia megarhynchos;Luscinia megarhynchos;Luscinia megarhynchos;Luscinia megarhynchos;Luscinia megarhynchos;#N/A
Luscinia svecica;Luscinia svecica;NA;Cyanecula svecica;Luscinia svecica;Luscinia svecica;Luscinia svecica;Lymnocryptes minimus
Lymnocryptes minimus;Lymnocryptes minimus;Lymnocryptes minimus;Lymnocryptes minimus;Lymnocryptes minimus;Lymnocryptes minimus;Lymnocryptes minimus;Tetrao mlokosiewiczi
Lyrurus mlokosiewiczi;Lyrurus mlokosiewiczi;Tetrao mlokosiewiczi;NA;Lyrurus mlokosiewiczi;Lyrurus mlokosiewiczi;Lyrurus mlokosiewiczi;Tetrao tetrix
Lyrurus tetrix;Lyrurus tetrix;Tetrao tetrix;NA;Lyrurus tetrix;Lyrurus tetrix;Lyrurus tetrix;Anas penelope
Mareca penelope;Mareca penelope;Anas penelope;NA;Mareca penelope;Mareca penelope;Mareca penelope;Anas strepera
Mareca strepera;Mareca strepera;Anas strepera;NA;Mareca strepera;Mareca strepera;Mareca strepera;Marmaronetta angustirostris
Marmaronetta angustirostris;Marmaronetta angustirostris;Marmaronetta angustirostris;Marmaronetta angustirostris;Marmaronetta angustirostris;Marmaronetta angustirostris;Marmaronetta angustirostris;Megaceryle alcyon
Megaceryle alcyon;Megaceryle alcyon;Megaceryle alcyon;Megaceryle alcyon;Megaceryle alcyon;Megaceryle alcyon;Megaceryle alcyon;Megaceryle lugubris
Megaceryle lugubris;Megaceryle lugubris;Megaceryle lugubris;Megaceryle lugubris;Megaceryle lugubris;Megaceryle lugubris;Megaceryle lugubris;Megascops asio
Megascops asio;Megascops asio;Megascops asio;Megascops asio;Megascops asio;Megascops asio;Megascops asio;Melanerpes carolinus
Melanerpes carolinus;Melanerpes carolinus;Melanerpes carolinus;Melanerpes carolinus;Melanerpes carolinus;Melanerpes carolinus;Melanerpes carolinus;Melanerpes erythrocephalus
Melanerpes erythrocephalus;Melanerpes erythrocephalus;Melanerpes erythrocephalus;Melanerpes erythrocephalus;Melanerpes erythrocephalus;Melanerpes erythrocephalus;Melanerpes erythrocephalus;Melanitta fusca
Melanitta fusca;Melanitta fusca;Melanitta fusca;Melanitta deglandi;Melanitta fusca;Melanitta fusca;Melanitta fusca;Melanitta fusca
Melanitta fusca;Melanitta fusca;Melanitta fusca;Melanitta fusca;Melanitta fusca;Melanitta fusca;Melanitta fusca;Melanitta fusca
Melanitta fusca;Melanitta fusca;Melanitta fusca;Melanitta stejnegeri;Melanitta fusca;Melanitta fusca;Melanitta fusca;Melanitta nigra
Melanitta nigra;Melanitta nigra;Melanitta nigra;Melanitta americana;Melanitta nigra;Melanitta nigra;Melanitta nigra;Melanitta nigra
Melanitta nigra;Melanitta nigra;Melanitta nigra;Melanitta nigra;Melanitta nigra;Melanitta nigra;Melanitta nigra;Melanocorypha calandra
Melanocorypha calandra;Melanocorypha calandra;Melanocorypha calandra;Melanocorypha calandra;Melanocorypha calandra;Melanocorypha calandra;Melanocorypha calandra;Meleagris gallopavo
Meleagris gallopavo;Meleagris gallopavo;Meleagris gallopavo;Meleagris gallopavo;Meleagris gallopavo;Meleagris gallopavo;Meleagris gallopavo;Melospiza georgiana
Melospiza georgiana;Melospiza georgiana;Melospiza georgiana;Melospiza georgiana;Melospiza georgiana;Melospiza georgiana;Melospiza georgiana;Melospiza lincolnii
Melospiza lincolnii;Melospiza lincolnii;Melospiza lincolnii;Melospiza lincolnii;Melospiza lincolnii;Melospiza lincolnii;Melospiza lincolnii;Melospiza melodia
Melospiza melodia;Melospiza melodia;Melospiza melodia;Melospiza melodia;Melospiza melodia;Melospiza melodia;Melospiza melodia;Mergellus albellus
Mergellus albellus;Mergellus albellus;Mergellus albellus;Mergellus albellus;Mergellus albellus;Mergellus albellus;Mergellus albellus;Mergus merganser
Mergus merganser;Mergus merganser;Mergus merganser;Mergus merganser;Mergus merganser;Mergus merganser;Mergus merganser;Mergus serrator
Mergus serrator;Mergus serrator;Mergus serrator;Mergus serrator;Mergus serrator;Mergus serrator;Mergus serrator;Merops apiaster
Merops apiaster;Merops apiaster;Merops apiaster;Merops apiaster;Merops apiaster;Merops apiaster;Merops apiaster;Merops persicus
Merops persicus;Merops persicus;Merops persicus;Merops persicus;Merops persicus;Merops persicus;Merops persicus;Phalacrocorax pygmeus
Microcarbo pygmaeus;Microcarbo pygmaeus;Phalacrocorax pygmeus;NA;Microcarbo pygmaeus;Microcarbo pygmaeus;Microcarbo pygmaeus;#N/A
Miliaria calandra;Miliaria calandra;NA;Emberiza calandra;Emberiza calandra;Emberiza calandra;#N/A;Milvus migrans
Milvus migrans;Milvus migrans;Milvus migrans;Milvus migrans;Milvus migrans;Milvus migrans;Milvus migrans;Milvus migrans
Milvus migrans;Milvus migrans;Milvus migrans;Milvus aegyptius;Milvus migrans;Milvus migrans;Milvus migrans;Milvus migrans
Milvus migrans;Milvus migrans;Milvus migrans;NA;Milvus migrans;Milvus migrans;Milvus migrans;Milvus milvus
Milvus milvus;Milvus milvus;Milvus milvus;Milvus milvus;Milvus milvus;Milvus milvus;Milvus milvus;Mimus polyglottos
Mimus polyglottos;Mimus polyglottos;Mimus polyglottos;Mimus polyglottos;Mimus polyglottos;Mimus polyglottos;Mimus polyglottos;Mniotilta varia
Mniotilta varia;Mniotilta varia;Mniotilta varia;Mniotilta varia;Mniotilta varia;Mniotilta varia;Mniotilta varia;Molothrus ater
Molothrus ater;Molothrus ater;Molothrus ater;Molothrus ater;Molothrus ater;Molothrus ater;Molothrus ater;Monticola saxatilis
Monticola saxatilis;Monticola saxatilis;Monticola saxatilis;Monticola saxatilis;Monticola saxatilis;Monticola saxatilis;Monticola saxatilis;Monticola solitarius
Monticola solitarius;Monticola solitarius;Monticola solitarius;Monticola solitarius;Monticola solitarius;Monticola solitarius;Monticola solitarius;Montifringilla nivalis
Montifringilla nivalis;Montifringilla nivalis;Montifringilla nivalis;Montifringilla henrici;Montifringilla nivalis;Montifringilla nivalis;Montifringilla nivalis;Montifringilla nivalis
Montifringilla nivalis;Montifringilla nivalis;Montifringilla nivalis;Montifringilla nivalis;Montifringilla nivalis;Montifringilla nivalis;Montifringilla nivalis;Morus bassanus
Morus bassanus;Morus bassanus;Morus bassanus;Morus bassanus;Morus bassanus;Morus bassanus;Morus bassanus;Motacilla alba
Motacilla alba;Motacilla alba;Motacilla alba;Motacilla alba;Motacilla alba;Motacilla alba;Motacilla alba;Motacilla cinerea
Motacilla cinerea;Motacilla cinerea;Motacilla cinerea;Motacilla cinerea;Motacilla cinerea;Motacilla cinerea;Motacilla cinerea;Motacilla citreola
Motacilla citreola;Motacilla citreola;Motacilla citreola;Motacilla citreola;Motacilla citreola;Motacilla citreola;Motacilla citreola;Motacilla flava
Motacilla flava;Motacilla flava;Motacilla flava;Motacilla flava;Motacilla flava;Motacilla flava;Motacilla flava;Motacilla flava
Motacilla flava;Motacilla flava;Motacilla flava;Motacilla tschutschensis;Motacilla flava;Motacilla flava;Motacilla flava;Motacilla grandis
Motacilla grandis;Motacilla grandis;Motacilla grandis;Motacilla grandis;Motacilla grandis;Motacilla grandis;Motacilla grandis;Muscicapa dauurica
Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;Muscicapa williamsoni;Muscicapa williamsoni;Muscicapa dauurica;Muscicapa dauurica
Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;Muscicapa sp.;Muscicapa dauurica;Muscicapa dauurica
Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;Muscicapa williamsoni;Muscicapa sp.;Muscicapa dauurica;Muscicapa dauurica
Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;NA;Muscicapa sp.;Muscicapa dauurica;Muscicapa dauurica
Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;Muscicapa dauurica;Muscicapa sibirica
Muscicapa sibirica;Muscicapa sibirica;Muscicapa sibirica;Muscicapa sibirica;Muscicapa sibirica;Muscicapa sibirica;Muscicapa sibirica;Muscicapa striata
Muscicapa striata;Muscicapa striata;Muscicapa striata;Muscicapa striata;Muscicapa striata;Muscicapa striata;Muscicapa striata;Myiarchus crinitus
Myiarchus crinitus;Myiarchus crinitus;Myiarchus crinitus;Myiarchus crinitus;Myiarchus crinitus;Myiarchus crinitus;Myiarchus crinitus;Myiopsitta monachus
Myiopsitta monachus;Myiopsitta monachus;Myiopsitta monachus;Myiopsitta luchsi;Myiopsitta monachus;Myiopsitta monachus [monachus Group];Myiopsitta monachus;Myiopsitta monachus
Myiopsitta monachus;Myiopsitta monachus;Myiopsitta monachus;Myiopsitta monachus;Myiopsitta monachus;Myiopsitta monachus [monachus Group];Myiopsitta monachus;Neophron percnopterus
Neophron percnopterus;Neophron percnopterus;Neophron percnopterus;Neophron percnopterus;Neophron percnopterus;Neophron percnopterus;Neophron percnopterus;Netta rufina
Netta rufina;Netta rufina;Netta rufina;Netta rufina;Netta rufina;Netta rufina;Netta rufina;Ninox scutulata
Ninox scutulata;Ninox scutulata;Ninox scutulata;Ninox obscura;Ninox scutulata;Ninox scutulata;Ninox scutulata;Ninox scutulata
Ninox scutulata;Ninox scutulata;Ninox scutulata;Ninox randi;Ninox scutulata;Ninox scutulata;Ninox scutulata;Ninox scutulata
Ninox scutulata;Ninox scutulata;Ninox scutulata;Ninox japonica;Ninox scutulata;Ninox scutulata;Ninox scutulata;Ninox scutulata
Ninox scutulata;Ninox scutulata;Ninox scutulata;Ninox scutulata;Ninox scutulata;Ninox scutulata;Ninox scutulata;Nisaetus nipalensis
Nisaetus nipalensis;Nisaetus nipalensis;Nisaetus nipalensis;Nisaetus nipalensis;Nisaetus kelaarti;Nisaetus kelaarti;Nisaetus nipalensis;Nisaetus nipalensis
Nisaetus nipalensis;Nisaetus nipalensis;Nisaetus nipalensis;Nisaetus nipalensis;Nisaetus nipalensis;Nisaetus nipalensis;Nisaetus nipalensis;Nucifraga caryocatactes
Nucifraga caryocatactes;Nucifraga caryocatactes;Nucifraga caryocatactes;Nucifraga multipunctata;Nucifraga caryocatactes;Nucifraga caryocatactes [caryocatactes Group];Nucifraga caryocatactes;Nucifraga caryocatactes
Nucifraga caryocatactes;Nucifraga caryocatactes;Nucifraga caryocatactes;Nucifraga caryocatactes;Nucifraga caryocatactes;Nucifraga caryocatactes [caryocatactes Group];Nucifraga caryocatactes;Nucifraga caryocatactes
Nucifraga caryocatactes;Nucifraga caryocatactes;Nucifraga caryocatactes;NA;Nucifraga caryocatactes;Nucifraga caryocatactes [caryocatactes Group];Nucifraga caryocatactes;Nucifraga caryocatactes
Nucifraga caryocatactes;Nucifraga caryocatactes;Nucifraga caryocatactes;Nucifraga hemispila;Nucifraga caryocatactes;Nucifraga caryocatactes [caryocatactes Group];Nucifraga caryocatactes;Numenius arquata
Numenius arquata;Numenius arquata;Numenius arquata;Numenius arquata;Numenius arquata;Numenius arquata;Numenius arquata;Numenius phaeopus
Numenius phaeopus;Numenius phaeopus;Numenius phaeopus;Numenius phaeopus;Numenius phaeopus;Numenius phaeopus;Numenius phaeopus;Nyctanassa violacea
Nyctanassa violacea;Nyctanassa violacea;Nyctanassa violacea;Nyctanassa violacea;Nyctanassa violacea;Nyctanassa violacea;Nyctanassa violacea;Nycticorax nycticorax
Nycticorax nycticorax;Nycticorax nycticorax;Nycticorax nycticorax;Nycticorax nycticorax;Nycticorax nycticorax;Nycticorax nycticorax;Nycticorax nycticorax;Oenanthe deserti
Oenanthe deserti;Oenanthe deserti;Oenanthe deserti;Oenanthe deserti;Oenanthe deserti;Oenanthe deserti;Oenanthe deserti;Oenanthe finschii
Oenanthe finschii;Oenanthe finschii;Oenanthe finschii;Oenanthe finschii;Oenanthe finschii;Oenanthe finschii;Oenanthe finschii;Oenanthe hispanica
Oenanthe hispanica;Oenanthe hispanica;Oenanthe hispanica;Oenanthe hispanica;Oenanthe melanoleuca;Oenanthe melanoleuca;Oenanthe hispanica;Oenanthe hispanica
Oenanthe hispanica;Oenanthe hispanica;Oenanthe hispanica;Oenanthe hispanica;Oenanthe hispanica;Oenanthe hispanica;Oenanthe hispanica;Oenanthe isabellina
Oenanthe isabellina;Oenanthe isabellina;Oenanthe isabellina;Oenanthe isabellina;Oenanthe isabellina;Oenanthe isabellina;Oenanthe isabellina;Oenanthe leucura
Oenanthe leucura;Oenanthe leucura;Oenanthe leucura;Oenanthe leucura;Oenanthe leucura;Oenanthe leucura;Oenanthe leucura;Oenanthe oenanthe
Oenanthe oenanthe;Oenanthe oenanthe;Oenanthe oenanthe;Oenanthe oenanthe;Oenanthe oenanthe;Oenanthe oenanthe;Oenanthe oenanthe;Oenanthe oenanthe
Oenanthe oenanthe;Oenanthe oenanthe;Oenanthe oenanthe;Oenanthe seebohmi;Oenanthe oenanthe;Oenanthe oenanthe;Oenanthe oenanthe;Oenanthe pleschanka
Oenanthe pleschanka;Oenanthe pleschanka;Oenanthe pleschanka;Oenanthe pleschanka;Oenanthe pleschanka;Oenanthe pleschanka;Oenanthe pleschanka;Sterna fuscata
Onychoprion fuscatus;Onychoprion fuscatus;Sterna fuscata;NA;Onychoprion fuscatus;Onychoprion fuscatus;Onychoprion fuscatus;#N/A
Oporornis formosus;Oporornis formosus;NA;Geothlypis formosa;Geothlypis formosa;Geothlypis formosa;#N/A;#N/A
Oporornis philadelphia;Oporornis philadelphia;NA;Geothlypis philadelphia;Geothlypis philadelphia;Geothlypis philadelphia;#N/A;Oriolus oriolus
Oriolus oriolus;Oriolus oriolus;Oriolus oriolus;Oriolus oriolus;Oriolus oriolus;Oriolus oriolus;Oriolus oriolus;Oriolus oriolus
Oriolus oriolus;Oriolus oriolus;Oriolus oriolus;Oriolus kundoo;Oriolus oriolus;Oriolus oriolus;Oriolus oriolus;Otis tarda
Otis tarda;Otis tarda;Otis tarda;Otis tarda;Otis tarda;Otis tarda;Otis tarda;Otus elegans
Otus elegans;Otus elegans;Otus elegans;Otus elegans;Otus elegans;Otus elegans;Otus elegans;Otus lempiji
Otus lempiji;Otus lempiji;Otus lempiji;Otus lempiji;Otus lempiji;Otus lempiji;Otus lempiji;Otus scops
Otus scops;Otus scops;Otus scops;Otus scops;Otus scops;Otus scops;Otus scops;Otus scops
Otus scops;Otus scops;Otus scops;NA;Otus scops;Otus scops;Otus scops;Otus scops
Otus scops;Otus scops;Otus scops;Otus cyprius;Otus scops;Otus scops;Otus scops;Otus sunia
Otus sunia;Otus sunia;Otus sunia;Otus sunia;Otus sunia;Otus sunia;Otus sunia;Oxyura jamaicensis
Oxyura jamaicensis;Oxyura jamaicensis;Oxyura jamaicensis;Oxyura jamaicensis;Oxyura jamaicensis;Oxyura jamaicensis;Oxyura jamaicensis;Oxyura jamaicensis
Oxyura jamaicensis;Oxyura jamaicensis;Oxyura jamaicensis;Oxyura ferruginea;Oxyura jamaicensis;Oxyura jamaicensis;Oxyura jamaicensis;Oxyura leucocephala
Oxyura leucocephala;Oxyura leucocephala;Oxyura leucocephala;Oxyura leucocephala;Oxyura leucocephala;Oxyura leucocephala;Oxyura leucocephala;Pagophila eburnea
Pagophila eburnea;Pagophila eburnea;Pagophila eburnea;Pagophila eburnea;Pagophila eburnea;Pagophila eburnea;Pagophila eburnea;Pandion haliaetus
Pandion haliaetus;Pandion haliaetus;Pandion haliaetus;Pandion haliaetus;Pandion haliaetus;Pandion haliaetus;Pandion haliaetus;Panurus biarmicus
Panurus biarmicus;Panurus biarmicus;Panurus biarmicus;Panurus biarmicus;Panurus biarmicus;Panurus biarmicus;Panurus biarmicus;#N/A
Parula americana;Parula americana;NA;Setophaga americana;Setophaga americana;Setophaga americana;#N/A;#N/A
Parus ater;Parus ater;NA;Periparus ater;Periparus ater;Periparus ater;#N/A;#N/A
Parus caeruleus;Parus caeruleus;NA;Cyanistes caeruleus;Cyanistes caeruleus;Cyanistes caeruleus;#N/A;#N/A
Parus cristatus;Parus cristatus;NA;Lophophanes cristatus;Lophophanes cristatus;Lophophanes cristatus;#N/A;Parus major
Parus major;Parus major;Parus major;Parus major;Parus minor;Parus minor;Parus major;Parus major
Parus major;Parus major;Parus major;Parus major;Parus major;Parus major;Parus major;Parus major
Parus major;Parus major;Parus major;Parus major;Parus cinereus;Parus cinereus;Parus major;#N/A
Parus minor;Parus minor;NA;NA;NA;NA;#N/A;#N/A
Parus montanus;Parus montanus;NA;Poecile montanus;Poecile montanus;Poecile montanus;#N/A;#N/A
Parus montanus;Parus montanus;NA;Poecile weigoldicus;Poecile weigoldicus;Poecile weigoldicus;#N/A;#N/A
Parus palustris;Parus palustris;NA;Poecile palustris;Poecile palustris;Poecile palustris;#N/A;Passer domesticus
Passer domesticus;Passer domesticus;Passer domesticus;Passer italiae;Passer domesticus;Passer domesticus;Passer domesticus;Passer domesticus
Passer domesticus;Passer domesticus;Passer domesticus;Passer domesticus;Passer domesticus;Passer domesticus;Passer domesticus;Passer hispaniolensis
Passer hispaniolensis;Passer hispaniolensis;Passer hispaniolensis;Passer hispaniolensis;Passer hispaniolensis;Passer hispaniolensis;Passer hispaniolensis;Passer domesticus
Passer italiae;Passer italiae;Passer domesticus;NA;Passer italiae;Passer italiae;Passer italiae;Passer montanus
Passer montanus;Passer montanus;Passer montanus;Passer montanus;Passer montanus;Passer montanus;Passer montanus;#N/A
Passer rutilans;Passer rutilans;NA;Passer cinnamomeus;Passer cinnamomeus;Passer cinnamomeus;#N/A;Passerculus sandwichensis
Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sanctorum;Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis
Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis
Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis;Passerculus rostratus;Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis
Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis;Passerculus guttatus;Passerculus sandwichensis;Passerculus sandwichensis;Passerculus sandwichensis;Passerina caerulea
Passerina caerulea;Passerina caerulea;Passerina caerulea;Passerina caerulea;Passerina caerulea;Passerina caerulea;Passerina caerulea;Passerina cyanea
Passerina cyanea;Passerina cyanea;Passerina cyanea;Passerina cyanea;Passerina cyanea;Passerina cyanea;Passerina cyanea;Sturnus roseus
Pastor roseus;Pastor roseus;Sturnus roseus;NA;Pastor roseus;Pastor roseus;Pastor roseus;Pelagodroma marina
Pelagodroma marina;Pelagodroma marina;Pelagodroma marina;Pelagodroma marina;Pelagodroma marina;Pelagodroma marina;Pelagodroma marina;Pelecanus crispus
Pelecanus crispus;Pelecanus crispus;Pelecanus crispus;Pelecanus crispus;Pelecanus crispus;Pelecanus crispus;Pelecanus crispus;Pelecanus onocrotalus
Pelecanus onocrotalus;Pelecanus onocrotalus;Pelecanus onocrotalus;Pelecanus onocrotalus;Pelecanus onocrotalus;Pelecanus onocrotalus;Pelecanus onocrotalus;Perdix perdix
Perdix perdix;Perdix perdix;Perdix perdix;Perdix perdix;Perdix perdix;Perdix perdix;Perdix perdix;Pericrocotus divaricatus
Pericrocotus divaricatus;Pericrocotus divaricatus;Pericrocotus divaricatus;Pericrocotus divaricatus;Pericrocotus divaricatus;Pericrocotus divaricatus;Pericrocotus divaricatus;Parus ater
Periparus ater;Periparus ater;Parus ater;NA;Periparus ater;Periparus ater;Periparus ater;Perisoreus canadensis
Perisoreus canadensis;Perisoreus canadensis;Perisoreus canadensis;Perisoreus canadensis;Perisoreus canadensis;Perisoreus canadensis;Perisoreus canadensis;Perisoreus infaustus
Perisoreus infaustus;Perisoreus infaustus;Perisoreus infaustus;Perisoreus infaustus;Perisoreus infaustus;Perisoreus infaustus;Perisoreus infaustus;Pernis apivorus
Pernis apivorus;Pernis apivorus;Pernis apivorus;Pernis apivorus;Pernis apivorus;Pernis apivorus;Pernis apivorus;Pernis ptilorhyncus
Pernis ptilorhynchus;Pernis ptilorhynchus;Pernis ptilorhyncus;NA;Pernis ptilorhynchus;Pernis ptilorhynchus;Pernis ptilorhynchus;Petrochelidon pyrrhonota
Petrochelidon pyrrhonota;Petrochelidon pyrrhonota;Petrochelidon pyrrhonota;Petrochelidon pyrrhonota;Petrochelidon pyrrhonota;Petrochelidon pyrrhonota;Petrochelidon pyrrhonota;Petronia petronia
Petronia petronia;Petronia petronia;Petronia petronia;Petronia petronia;Petronia petronia;Petronia petronia;Petronia petronia;#N/A
Phalacrocorax auritus;Phalacrocorax auritus;NA;Nannopterum auritus;Nannopterum auritum;Nannopterum auritum;#N/A;Phalacrocorax capillatus
Phalacrocorax capillatus;Phalacrocorax capillatus;Phalacrocorax capillatus;Phalacrocorax capillatus;Phalacrocorax capillatus;Phalacrocorax capillatus;Phalacrocorax capillatus;Phalacrocorax carbo
Phalacrocorax carbo;Phalacrocorax carbo;Phalacrocorax carbo;Phalacrocorax carbo;Phalacrocorax carbo;Phalacrocorax carbo;Phalacrocorax carbo;#N/A
Phalacrocorax pelagicus;Phalacrocorax pelagicus;NA;Urile pelagicus;Urile pelagicus;Urile pelagicus;#N/A;Phalaropus fulicarius
Phalaropus fulicarius;Phalaropus fulicarius;Phalaropus fulicarius;Phalaropus fulicarius;Phalaropus fulicarius;Phalaropus fulicarius;Phalaropus fulicarius;Phalaropus lobatus
Phalaropus lobatus;Phalaropus lobatus;Phalaropus lobatus;Phalaropus lobatus;Phalaropus lobatus;Phalaropus lobatus;Phalaropus lobatus;Phasianus colchicus
Phasianus colchicus;Phasianus colchicus;Phasianus colchicus;Phasianus colchicus;Phasianus colchicus;Phasianus colchicus [colchicus Group];Phasianus colchicus;Pheucticus ludovicianus
Pheucticus ludovicianus;Pheucticus ludovicianus;Pheucticus ludovicianus;Pheucticus ludovicianus;Pheucticus ludovicianus;Pheucticus ludovicianus;Pheucticus ludovicianus;Phoenicopterus roseus
Phoenicopterus roseus;Phoenicopterus roseus;Phoenicopterus roseus;Phoenicopterus roseus;Phoenicopterus roseus;Phoenicopterus roseus;Phoenicopterus roseus;Phoenicurus auroreus
Phoenicurus auroreus;Phoenicurus auroreus;Phoenicurus auroreus;Phoenicurus auroreus;Phoenicurus auroreus;Phoenicurus auroreus;Phoenicurus auroreus;Phoenicurus ochruros
Phoenicurus ochruros;Phoenicurus ochruros;Phoenicurus ochruros;Phoenicurus ochruros;Phoenicurus ochruros;Phoenicurus ochruros;Phoenicurus ochruros;Phoenicurus phoenicurus
Phoenicurus phoenicurus;Phoenicurus phoenicurus;Phoenicurus phoenicurus;Phoenicurus phoenicurus;Phoenicurus phoenicurus;Phoenicurus phoenicurus;Phoenicurus phoenicurus;Phylloscopus bonelli
Phylloscopus bonelli;Phylloscopus bonelli;Phylloscopus bonelli;Phylloscopus bonelli;Phylloscopus bonelli;Phylloscopus bonelli;Phylloscopus bonelli;Phylloscopus borealis
Phylloscopus borealis;Phylloscopus borealis;Phylloscopus borealis;Phylloscopus borealis;Phylloscopus borealis;Phylloscopus borealis;Phylloscopus borealis;Phylloscopus borealis
Phylloscopus borealis;Phylloscopus borealis;Phylloscopus borealis;Phylloscopus xanthodryas;Phylloscopus borealis;Phylloscopus borealis;Phylloscopus borealis;Phylloscopus borealis
Phylloscopus borealis;Phylloscopus borealis;Phylloscopus borealis;Phylloscopus examinandus;Phylloscopus borealis;Phylloscopus borealis;Phylloscopus borealis;Phylloscopus borealoides
Phylloscopus borealoides;Phylloscopus borealoides;Phylloscopus borealoides;Phylloscopus borealoides;Phylloscopus borealoides;Phylloscopus borealoides;Phylloscopus borealoides;Phylloscopus collybita
Phylloscopus collybita;Phylloscopus collybita;Phylloscopus collybita;Phylloscopus tristis;Phylloscopus collybita;Phylloscopus collybita [collybita Group];Phylloscopus collybita;Phylloscopus collybita
Phylloscopus collybita;Phylloscopus collybita;Phylloscopus collybita;Phylloscopus collybita;Phylloscopus collybita;Phylloscopus collybita [collybita Group];Phylloscopus collybita;Phylloscopus coronatus
Phylloscopus coronatus;Phylloscopus coronatus;Phylloscopus coronatus;Phylloscopus coronatus;Phylloscopus coronatus;Phylloscopus coronatus;Phylloscopus coronatus;Phylloscopus ibericus
Phylloscopus ibericus;Phylloscopus ibericus;Phylloscopus ibericus;Phylloscopus ibericus;Phylloscopus ibericus;Phylloscopus ibericus;Phylloscopus ibericus;Phylloscopus ijimae
Phylloscopus ijimae;Phylloscopus ijimae;Phylloscopus ijimae;Phylloscopus ijimae;Phylloscopus ijimae;Phylloscopus ijimae;Phylloscopus ijimae;Phylloscopus inornatus
Phylloscopus inornatus;Phylloscopus inornatus;Phylloscopus inornatus;Phylloscopus inornatus;Phylloscopus inornatus;Phylloscopus inornatus;Phylloscopus inornatus;Phylloscopus nitidus
Phylloscopus nitidus;Phylloscopus nitidus;Phylloscopus nitidus;Phylloscopus nitidus;Phylloscopus nitidus;Phylloscopus nitidus;Phylloscopus nitidus;Phylloscopus orientalis
Phylloscopus orientalis;Phylloscopus orientalis;Phylloscopus orientalis;Phylloscopus orientalis;Phylloscopus orientalis;Phylloscopus orientalis;Phylloscopus orientalis;Phylloscopus sibilatrix
