"","verbatim_name","tp","cell_grouping","Total_area","Total_Ncells","occupancy_Ncells","AOO","relative_occupancy_Ncells","dataset"
"1951","Butorides striata",2,16,450221.445308138,19,9,356046.056033282,0.47,"Birds_atlas_Japan"
"1952","Treron sieboldii",1,16,448951.020447356,19,13,413805.856453729,0.68,"Birds_atlas_Japan"
"1953","Charadrius placidus",1,16,448951.020447356,19,10,376285.279573764,0.53,"Birds_atlas_Japan"
"1954","Garrulus glandarius",2,16,450221.445308138,19,13,433366.992914341,0.68,"Birds_atlas_Japan"
"1955","Larus crassirostris",1,16,448951.020447356,19,13,432096.56805356,0.68,"Birds_atlas_Japan"
"1956","Phalacrocorax carbo",2,16,450221.445308138,19,13,433366.992914341,0.68,"Birds_atlas_Japan"
"1957","Turdus cardis",2,16,450221.445308138,19,13,433366.992914341,0.68,"Birds_atlas_Japan"
"1958","Urosphena squameiceps",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"1959","Bambusicola thoracicus",1,16,448951.020447356,19,9,330165.12399241,0.47,"Birds_atlas_Japan"
"1960","Motacilla grandis",1,16,448951.020447356,19,12,429778.53340929,0.63,"Birds_atlas_Japan"
"1961","Eophona personata",2,16,450221.445308138,19,13,433366.992914341,0.68,"Birds_atlas_Japan"
"1962","Phylloscopus coronatus",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"1963","Chloris sinica",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"1964","Luscinia akahige",2,16,450221.445308138,19,9,330278.373727279,0.47,"Birds_atlas_Japan"
"1965","Tachybaptus ruficollis",1,16,448951.020447356,19,13,417512.018125733,0.68,"Birds_atlas_Japan"
"1966","Cygnus olor",2,16,450221.445308138,19,6,241111.363957318,0.32,"Birds_atlas_Japan"
"1967","Cuculus optatus",1,16,448951.020447356,19,14,432852.461243334,0.74,"Birds_atlas_Japan"
"1968","Buteo buteo",2,16,450221.445308138,19,12,408396.011901231,0.63,"Birds_atlas_Japan"
"1969","Himantopus himantopus",2,16,450221.445308138,19,5,186247.478899243,0.26,"Birds_atlas_Japan"
"1970","Porzana fusca",2,16,450221.445308138,19,7,230777.942116998,0.37,"Birds_atlas_Japan"
"1971","Nisaetus nipalensis",1,16,448951.020447356,19,11,403417.222390844,0.58,"Birds_atlas_Japan"
"1972","Fulica atra",2,16,450221.445308138,19,10,329981.958812811,0.53,"Birds_atlas_Japan"
"1973","Turdus pallidus",1,16,448951.020447356,19,7,287546.160304913,0.37,"Birds_atlas_Japan"
"1974","Strix uralensis",1,16,448951.020447356,19,10,394929.982462912,0.53,"Birds_atlas_Japan"
"1975","Charadrius dubius",2,16,450221.445308138,19,11,415708.515152471,0.58,"Birds_atlas_Japan"
"1976","Poecile montanus",1,16,448951.020447356,19,13,432096.56805356,0.68,"Birds_atlas_Japan"
"1977","Gorsachius goisagi",2,16,450221.445308138,19,4,168174.190845241,0.21,"Birds_atlas_Japan"
"1978","Milvus migrans",1,16,448951.020447356,19,14,432852.461243334,0.74,"Birds_atlas_Japan"
"1979","Sitta europaea",1,16,448951.020447356,19,14,432852.461243334,0.74,"Birds_atlas_Japan"
"1980","Cyanoptila cyanomelana",1,16,448951.020447356,19,13,432096.56805356,0.68,"Birds_atlas_Japan"
"1981","Delichon dasypus",2,16,450221.445308138,19,13,433366.992914341,0.68,"Birds_atlas_Japan"
"1982","Motacilla alba",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"1983","Megaceryle lugubris",1,16,448951.020447356,19,12,416756.124935959,0.63,"Birds_atlas_Japan"
"1984","Calonectris leucomelas",2,16,450221.445308138,19,3,127851.778550603,0.16,"Birds_atlas_Japan"
"1985","Urosphena squameiceps",1,16,448951.020447356,19,13,432096.56805356,0.68,"Birds_atlas_Japan"
"1986","Emberiza cioides",1,16,448951.020447356,19,13,432096.56805356,0.68,"Birds_atlas_Japan"
"1987","Dendrocopos major",1,16,448951.020447356,19,12,386935.710976943,0.63,"Birds_atlas_Japan"
"1988","Apus pacificus",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"1989","Cuculus canorus",1,16,448951.020447356,19,14,432852.461243334,0.74,"Birds_atlas_Japan"
"1990","Chloris sinica",1,16,448951.020447356,19,14,432852.461243334,0.74,"Birds_atlas_Japan"
"1991","Hirundapus caudacutus",1,16,448951.020447356,19,10,333569.768980486,0.53,"Birds_atlas_Japan"
"1992","Motacilla alba",1,16,448951.020447356,19,14,432852.461243334,0.74,"Birds_atlas_Japan"
"1993","Hierococcyx hyperythrus",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"1994","Alauda arvensis",1,16,448951.020447356,19,14,432852.461243334,0.74,"Birds_atlas_Japan"
"1995","Poecile montanus",2,16,450221.445308138,19,13,433366.992914341,0.68,"Birds_atlas_Japan"
"1996","Cinclus pallasii",2,16,450221.445308138,19,13,433366.992914341,0.68,"Birds_atlas_Japan"
"1997","Picus awokera",2,16,450221.445308138,19,10,375554.163862061,0.53,"Birds_atlas_Japan"
"1998","Leiothrix lutea",1,16,448951.020447356,19,7,274041.544314912,0.37,"Birds_atlas_Japan"
"1999","Cyanoptila cyanomelana",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"2000","Alauda arvensis",2,16,450221.445308138,19,13,433366.992914341,0.68,"Birds_atlas_Japan"
"2001","Phylloscopus coronatus",1,16,448951.020447356,19,14,432852.461243334,0.74,"Birds_atlas_Japan"
"2002","Corvus corone",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"2003","Milvus migrans",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"2004","Treron sieboldii",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"2005","Emberiza cioides",2,16,450221.445308138,19,13,433366.992914341,0.68,"Birds_atlas_Japan"
"2006","Aegithalos caudatus",2,16,450221.445308138,19,12,431048.958270072,0.63,"Birds_atlas_Japan"
"2007","Pitta nympha",2,16,450221.445308138,19,7,274910.801777422,0.37,"Birds_atlas_Japan"
"2008","Megaceryle lugubris",2,16,450221.445308138,19,11,398518.441967963,0.58,"Birds_atlas_Japan"
"2009","Motacilla cinerea",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"2010","Acrocephalus orientalis",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"2011","Apus nipalensis",2,16,450221.445308138,19,4,186723.226589971,0.21,"Birds_atlas_Japan"
"2012","Charadrius placidus",2,16,450221.445308138,19,9,362215.261316945,0.47,"Birds_atlas_Japan"
"2013","Lanius bucephalus",2,16,450221.445308138,19,13,433366.992914341,0.68,"Birds_atlas_Japan"
"2014","Luscinia akahige",1,16,448951.020447356,19,11,398148.919264344,0.58,"Birds_atlas_Japan"
"2015","Eophona personata",1,16,448951.020447356,19,13,432096.56805356,0.68,"Birds_atlas_Japan"
"2016","Cinclus pallasii",1,16,448951.020447356,19,13,432096.56805356,0.68,"Birds_atlas_Japan"
"2017","Apus nipalensis",1,16,448951.020447356,19,6,272038.434956999,0.32,"Birds_atlas_Japan"
"2018","Bambusicola thoracicus",2,16,450221.445308138,19,8,318096.646308077,0.42,"Birds_atlas_Japan"
"2019","Motacilla grandis",2,16,450221.445308138,19,11,415708.515152471,0.58,"Birds_atlas_Japan"
"2020","Picus awokera",1,16,448951.020447356,19,11,376601.773645549,0.58,"Birds_atlas_Japan"
"2021","Sitta europaea",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"2022","Anas platyrhynchos",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"2023","Caprimulgus indicus",2,16,450221.445308138,19,8,318096.646308077,0.42,"Birds_atlas_Japan"
"2024","Periparus ater",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"2025","Anthus hodgsoni",2,16,450221.445308138,19,10,343617.276272394,0.53,"Birds_atlas_Japan"
"2026","Aegithalos caudatus",1,16,448951.020447356,19,13,432096.56805356,0.68,"Birds_atlas_Japan"
"2027","Periparus ater",1,16,448951.020447356,19,14,432852.461243334,0.74,"Birds_atlas_Japan"
"2028","Syrmaticus soemmerringii",2,16,450221.445308138,19,10,375554.163862061,0.53,"Birds_atlas_Japan"
"2029","Nisaetus nipalensis",2,16,450221.445308138,19,9,356046.056033282,0.47,"Birds_atlas_Japan"
"2030","Phylloscopus xanthodryas",1,16,448951.020447356,19,12,429778.53340929,0.63,"Birds_atlas_Japan"
"2031","Turdus chrysolaus",1,16,448951.020447356,19,12,364580.748307998,0.63,"Birds_atlas_Japan"
"2032","Cuculus canorus",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"2033","Hierococcyx hyperythrus",1,16,448951.020447356,19,13,432096.56805356,0.68,"Birds_atlas_Japan"
"2034","Sula leucogaster",2,16,450221.445308138,19,1,21486.4695699197,0.05,"Birds_atlas_Japan"
"2035","Larus crassirostris",2,16,450221.445308138,19,13,433366.992914341,0.68,"Birds_atlas_Japan"
"2036","Troglodytes troglodytes",2,16,450221.445308138,19,13,431804.851459846,0.68,"Birds_atlas_Japan"
"2037","Aix galericulata",2,16,450221.445308138,19,10,365510.735902166,0.53,"Birds_atlas_Japan"
"2038","Acrocephalus orientalis",1,16,448951.020447356,19,12,416756.124935959,0.63,"Birds_atlas_Japan"
"2039","Garrulus glandarius",1,16,448951.020447356,19,14,432852.461243334,0.74,"Birds_atlas_Japan"
"2040","Cygnus olor",1,16,448951.020447356,19,2,79896.4145701143,0.11,"Birds_atlas_Japan"
"2041","Garrulax canorus",2,16,450221.445308138,19,7,294985.790449358,0.37,"Birds_atlas_Japan"
"2042","Cuculus optatus",2,16,450221.445308138,19,14,434122.886104116,0.74,"Birds_atlas_Japan"
"2043","Troglodytes troglodytes",1,16,448951.020447356,19,14,432852.461243334,0.74,"Birds_atlas_Japan"
"2044","Carduelis spinus",2,16,450221.445308138,19,4,121099.8789868,0.21,"Birds_atlas_Japan"
"2045","Garrulax canorus",1,16,448951.020447356,19,4,194310.843189684,0.21,"Birds_atlas_Japan"
"2046","Phylloscopus xanthodryas",2,16,450221.445308138,19,9,375175.440792946,0.47,"Birds_atlas_Japan"
"2047","Luscinia cyane",2,16,450221.445308138,19,12,393589.811744591,0.63,"Birds_atlas_Japan"
"2048","Turdus pallidus",2,16,450221.445308138,19,3,144594.410829733,0.16,"Birds_atlas_Japan"
"2049","Pica pica",1,16,448951.020447356,19,1,45160.8570766171,0.05,"Birds_atlas_Japan"
"2050","Regulus regulus",2,16,450221.445308138,19,11,398541.620799307,0.58,"Birds_atlas_Japan"
"2051","Passer rutilans",1,16,448951.020447356,19,8,307263.155151679,0.42,"Birds_atlas_Japan"
"2052","Syrmaticus soemmerringii",1,16,448951.020447356,19,10,355115.304075629,0.53,"Birds_atlas_Japan"
"2053","Emberiza spodocephala",2,16,450221.445308138,19,12,389525.560675477,0.63,"Birds_atlas_Japan"
"2054","Emberiza spodocephala",1,16,448951.020447356,19,13,411365.991673414,0.68,"Birds_atlas_Japan"
"2055","Emberiza fucata",1,16,448951.020447356,19,11,391101.990654862,0.58,"Birds_atlas_Japan"
"2056","Caprimulgus indicus",1,16,448951.020447356,19,7,314242.556812976,0.37,"Birds_atlas_Japan"
"2057","Cuculus micropterus",2,16,450221.445308138,19,4,171800.117706525,0.21,"Birds_atlas_Japan"
"2058","Muscicapa dauurica",1,16,448951.020447356,19,10,388783.956010592,0.53,"Birds_atlas_Japan"
"2059","Ixobrychus sinensis",1,16,448951.020447356,19,5,207649.745734799,0.26,"Birds_atlas_Japan"
"2060","Eurystomus orientalis",1,16,448951.020447356,19,5,247013.085945388,0.26,"Birds_atlas_Japan"
"2061","Anas crecca",1,16,448951.020447356,19,9,326771.262980457,0.47,"Birds_atlas_Japan"
"2062","Pitta nympha",1,16,448951.020447356,19,2,103570.802076812,0.11,"Birds_atlas_Japan"
"2063","Podiceps cristatus",2,16,450221.445308138,19,6,224130.026413566,0.32,"Birds_atlas_Japan"
"2064","Pica pica",2,16,450221.445308138,19,2,90148.7295479964,0.11,"Birds_atlas_Japan"
"2065","Vanellus cinereus",2,16,450221.445308138,19,6,278496.342426766,0.32,"Birds_atlas_Japan"
"2066","Phalacrocorax carbo",1,16,448951.020447356,19,7,296673.689753861,0.37,"Birds_atlas_Japan"
"2067","Accipiter nisus",2,16,450221.445308138,19,7,307742.568932639,0.37,"Birds_atlas_Japan"
"2068","Dendrocopos minor",1,16,448951.020447356,19,3,129433.823375897,0.16,"Birds_atlas_Japan"
"2069","Phylloscopus examinandus",2,16,450221.445308138,19,12,411880.523344422,0.63,"Birds_atlas_Japan"
"2070","Anthus hodgsoni",1,16,448951.020447356,19,12,409047.957029144,0.63,"Birds_atlas_Japan"
"2071","Strix uralensis",2,16,450221.445308138,19,9,380883.143037436,0.47,"Birds_atlas_Japan"
"2072","Turdus cardis",1,16,448951.020447356,19,12,410610.09848364,0.63,"Birds_atlas_Japan"
"2073","Emberiza elegans",2,16,450221.445308138,19,3,127550.915398041,0.16,"Birds_atlas_Japan"
"2074","Turdus hortulorum",2,16,450221.445308138,19,1,46030.1145391275,0.05,"Birds_atlas_Japan"
"2075","Accipiter nisus",1,16,448951.020447356,19,10,375761.547537261,0.53,"Birds_atlas_Japan"
"2076","Gorsachius goisagi",1,16,448951.020447356,19,3,155590.417126414,0.16,"Birds_atlas_Japan"
"2077","Muscicapa dauurica",2,16,450221.445308138,19,11,390810.274061148,0.58,"Birds_atlas_Japan"
"2078","Buteo buteo",1,16,448951.020447356,19,11,386100.332409107,0.58,"Birds_atlas_Japan"
"2079","Aythya ferina",2,16,450221.445308138,19,4,132767.693235493,0.21,"Birds_atlas_Japan"
"2080","Dendrocopos major",2,16,450221.445308138,19,13,412636.416534196,0.68,"Birds_atlas_Japan"
"2081","Emberiza fucata",2,16,450221.445308138,19,10,369261.559656925,0.53,"Birds_atlas_Japan"
"2082","Anas falcata",1,16,448951.020447356,19,6,290502.91568477,0.32,"Birds_atlas_Japan"
"2083","Zoothera sibirica",2,16,450221.445308138,19,8,312597.831081574,0.42,"Birds_atlas_Japan"
"2084","Luscinia cyane",1,16,448951.020447356,19,13,411365.991673414,0.68,"Birds_atlas_Japan"
"2085","Anas crecca",2,16,450221.445308138,19,8,269298.641251101,0.42,"Birds_atlas_Japan"
"2086","Cuculus micropterus",1,16,448951.020447356,19,1,45160.8570766171,0.05,"Birds_atlas_Japan"
"2087","Turdus chrysolaus",2,16,450221.445308138,19,13,412636.416534196,0.68,"Birds_atlas_Japan"
"2088","Lanius tigrinus",1,16,448951.020447356,19,3,175264.238400079,0.16,"Birds_atlas_Japan"
"2089","Passer rutilans",2,16,450221.445308138,19,8,291805.009867125,0.42,"Birds_atlas_Japan"
"2090","Rallus aquaticus",2,16,450221.445308138,19,4,148675.017196251,0.21,"Birds_atlas_Japan"
"2091","Agropsar philippensis",1,16,448951.020447356,19,9,308019.048341453,0.47,"Birds_atlas_Japan"
"2092","Garrulax cineraceus",2,16,450221.445308138,19,1,58409.9450001946,0.05,"Birds_atlas_Japan"
"2093","Tarsiger cyanurus",1,16,448951.020447356,19,9,327437.341548694,0.47,"Birds_atlas_Japan"
"2094","Anas clypeata",1,16,448951.020447356,19,5,181237.623917857,0.26,"Birds_atlas_Japan"
"2095","Certhia familiaris",1,16,448951.020447356,19,8,324576.49414437,0.42,"Birds_atlas_Japan"
"2096","Locustella ochotensis",2,16,450221.445308138,19,5,158779.247606849,0.26,"Birds_atlas_Japan"
"2097","Urocissa erythrorhyncha",2,16,450221.445308138,19,1,58409.9450001946,0.05,"Birds_atlas_Japan"
"2098","Mergus merganser",2,16,450221.445308138,19,5,245342.058608153,0.26,"Birds_atlas_Japan"
"2099","Zoothera sibirica",1,16,448951.020447356,19,7,314943.75327126,0.37,"Birds_atlas_Japan"
"2100","Phalacrocorax capillatus",1,16,448951.020447356,19,9,258622.429387166,0.47,"Birds_atlas_Japan"
"2101","Acridotheres cristatellus",2,16,450221.445308138,19,2,145728.649191273,0.11,"Birds_atlas_Japan"
"2102","Aythya fuligula",1,16,448951.020447356,19,7,314943.75327126,0.37,"Birds_atlas_Japan"
"2103","Accipiter gentilis",2,16,450221.445308138,19,10,363532.374161024,0.53,"Birds_atlas_Japan"
"2104","Fulica atra",1,16,448951.020447356,19,8,285281.449685798,0.42,"Birds_atlas_Japan"
"2105","Falco tinnunculus",2,16,450221.445308138,19,6,271587.82134918,0.32,"Birds_atlas_Japan"
"2106","Prunella rubida",2,16,450221.445308138,19,6,288527.903138807,0.32,"Birds_atlas_Japan"
"2107","Locustella pleskei",1,16,448951.020447356,19,2,77918.0528289728,0.11,"Birds_atlas_Japan"
"2108","Certhia familiaris",2,16,450221.445308138,19,8,330685.363787131,0.42,"Birds_atlas_Japan"
"2109","Riparia riparia",1,16,448951.020447356,19,8,291200.66357458,0.42,"Birds_atlas_Japan"
"2110","Emberiza sulphurata",2,16,450221.445308138,19,6,265418.616065516,0.32,"Birds_atlas_Japan"
"2111","Coccothraustes coccothraustes",2,16,450221.445308138,19,9,327295.696186911,0.47,"Birds_atlas_Japan"
"2112","Vanellus cinereus",1,16,448951.020447356,19,6,245805.130432754,0.32,"Birds_atlas_Japan"
"2113","Prunella rubida",1,16,448951.020447356,19,7,301465.638285651,0.37,"Birds_atlas_Japan"
"2114","Eurystomus orientalis",2,16,450221.445308138,19,4,212025.349580646,0.21,"Birds_atlas_Japan"
"2115","Phylloscopus borealoides",1,16,448951.020447356,19,10,344378.992123749,0.53,"Birds_atlas_Japan"
"2116","Melopsittacus undulatus",1,16,448951.020447356,19,1,58409.9450001946,0.05,"Birds_atlas_Japan"
"2117","Tarsiger cyanurus",2,16,450221.445308138,19,8,308791.90415736,0.42,"Birds_atlas_Japan"
"2118","Emberiza variabilis",1,16,448951.020447356,19,9,343623.098933975,0.47,"Birds_atlas_Japan"
"2119","Aix galericulata",1,16,448951.020447356,19,10,345941.133578245,0.53,"Birds_atlas_Japan"
"2120","Emberiza variabilis",2,16,450221.445308138,19,10,346342.300976516,0.53,"Birds_atlas_Japan"
"2121","Muscicapa sibirica",1,16,448951.020447356,19,7,301465.638285651,0.37,"Birds_atlas_Japan"
"2122","Nucifraga caryocatactes",1,16,448951.020447356,19,7,311237.591599255,0.37,"Birds_atlas_Japan"
"2123","Pernis ptilorhynchus",2,16,450221.445308138,19,8,328683.823214646,0.42,"Birds_atlas_Japan"
"2124","Vanellus vanellus",1,16,448951.020447356,19,2,71748.8475453097,0.11,"Birds_atlas_Japan"
"2125","Phylloscopus borealoides",2,16,450221.445308138,19,11,347559.697205463,0.58,"Birds_atlas_Japan"
"2126","Coccothraustes coccothraustes",1,16,448951.020447356,19,10,363131.206762753,0.53,"Birds_atlas_Japan"
"2127","Aythya ferina",1,16,448951.020447356,19,6,252434.439311904,0.32,"Birds_atlas_Japan"
"2128","Loxia curvirostra",1,16,448951.020447356,19,5,208041.428894192,0.26,"Birds_atlas_Japan"
"2129","Acrocephalus bistrigiceps",2,16,450221.445308138,19,7,253984.707187105,0.37,"Birds_atlas_Japan"
"2130","Locustella fasciolata",1,16,448951.020447356,19,6,136819.061010488,0.32,"Birds_atlas_Japan"
"2131","Ciconia boyciana",2,16,450221.445308138,19,2,42618.9636874968,0.11,"Birds_atlas_Japan"
"2132","Lanius tigrinus",2,16,450221.445308138,19,2,36449.7584038338,0.11,"Birds_atlas_Japan"
"2133","Pyrrhula pyrrhula",2,16,450221.445308138,19,7,253984.707187105,0.37,"Birds_atlas_Japan"
"2134","Saxicola torquatus",1,16,448951.020447356,19,9,269240.476978219,0.47,"Birds_atlas_Japan"
"2135","Falco tinnunculus",1,16,448951.020447356,19,5,212415.193262196,0.26,"Birds_atlas_Japan"
"2136","Pyrrhula pyrrhula",1,16,448951.020447356,19,8,272630.144578439,0.42,"Birds_atlas_Japan"
"2137","Otus sunia",1,16,448951.020447356,19,5,237487.20348146,0.26,"Birds_atlas_Japan"
"2138","Calonectris leucomelas",1,16,448951.020447356,19,3,125873.416809462,0.16,"Birds_atlas_Japan"
"2139","Rostratula benghalensis",1,16,448951.020447356,19,1,19508.1078287782,0.05,"Birds_atlas_Japan"
"2140","Anas clypeata",2,16,450221.445308138,19,3,146981.163310267,0.16,"Birds_atlas_Japan"
"2141","Himantopus himantopus",1,16,448951.020447356,19,2,34848.5509463787,0.11,"Birds_atlas_Japan"
"2142","Locustella pleskei",2,16,450221.445308138,19,1,19508.1078287782,0.05,"Birds_atlas_Japan"
"2143","Cyanopica cyanus",1,16,448951.020447356,19,6,226115.611495829,0.32,"Birds_atlas_Japan"
"2144","Cyanopica cyanus",2,16,450221.445308138,19,6,226516.7788941,0.32,"Birds_atlas_Japan"
"2145","Phalacrocorax capillatus",2,16,450221.445308138,19,9,284329.607946381,0.47,"Birds_atlas_Japan"
"2146","Phoenicurus auroreus",2,16,450221.445308138,19,3,174623.163730602,0.16,"Birds_atlas_Japan"
"2147","Sterna hirundo",1,16,448951.020447356,19,3,146777.762317548,0.16,"Birds_atlas_Japan"
"2148","Anas strepera",2,16,450221.445308138,19,3,121705.752098284,0.16,"Birds_atlas_Japan"
"2149","Phoenicurus auroreus",1,16,448951.020447356,19,1,87318.7041910785,0.05,"Birds_atlas_Japan"
"2150","Psittacula krameri",2,16,450221.445308138,19,1,87318.7041910785,0.05,"Birds_atlas_Japan"
"2151","Streptopelia decaocto",1,16,448951.020447356,19,1,87318.7041910785,0.05,"Birds_atlas_Japan"
"2152","Mergus merganser",1,16,448951.020447356,19,4,186932.113607958,0.21,"Birds_atlas_Japan"
"2153","Charadrius alexandrinus",2,16,450221.445308138,19,5,207008.671065322,0.26,"Birds_atlas_Japan"
"2154","Gallinago hardwickii",1,16,448951.020447356,19,8,246129.621119501,0.42,"Birds_atlas_Japan"
"2155","Locustella ochotensis",1,16,448951.020447356,19,6,190006.041442002,0.32,"Birds_atlas_Japan"
"2156","Saxicola torquatus",2,16,450221.445308138,19,7,233191.885972656,0.37,"Birds_atlas_Japan"
"2157","Garrulax sannio",2,16,450221.445308138,19,1,87318.7041910785,0.05,"Birds_atlas_Japan"
"2158","Otus lempiji",2,16,450221.445308138,19,1,87318.7041910785,0.05,"Birds_atlas_Japan"
"2159","Lagopus muta",1,16,448951.020447356,19,1,87318.7041910785,0.05,"Birds_atlas_Japan"
"2160","Emberiza sulphurata",1,16,448951.020447356,19,4,187560.898877446,0.21,"Birds_atlas_Japan"
"2161","Muscicapa sibirica",2,16,450221.445308138,19,2,127473.055481489,0.11,"Birds_atlas_Japan"
